experiment_type,dataset,plot_type,horizon,seed,mode,model_tag,run_tag,tod,stage,gate_mean
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,73,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,74,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,75,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,76,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,77,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,78,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,79,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,80,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,81,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,82,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,83,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,84,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,85,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,86,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,87,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,88,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,89,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,90,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,91,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,92,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,93,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,94,d,
W3,ETTm2,gate_tod_heatmap,96,42,none,HyperConv,W3_ETTm2_96_42_none,95,d,
