experiment_type,dataset,plot_type,horizon,seed,mode,layer_idx,depth_bin,grad_align_value
W1,ETTm1,grad_align_bar,192,19,per_layer,3,M,-0.000527
W1,ETTm1,grad_align_bar,192,19,per_layer,4,D,0.013823
W1,ETTm1,grad_align_bar,192,19,per_layer,5,D,6.2e-05
W1,ETTm1,grad_align_bar,192,19,per_layer,6,D,0.001679
W1,ETTm1,grad_align_bar,192,19,last_layer,0,S,-0.004981
W1,ETTm1,grad_align_bar,192,19,last_layer,1,S,-0.000458
W1,ETTm1,grad_align_bar,192,19,last_layer,2,M,-0.005471
W1,ETTm1,grad_align_bar,192,19,last_layer,3,M,-0.003126
W1,ETTm1,grad_align_bar,192,19,last_layer,4,D,0.013843
W1,ETTm1,grad_align_bar,192,19,last_layer,5,D,-0.021857
W1,ETTm1,grad_align_bar,192,19,last_layer,6,D,-0.003139
W1,ETTm1,grad_align_bar,192,23,per_layer,0,S,-0.007701
W1,ETTm1,grad_align_bar,192,23,per_layer,1,S,0.011483
W1,ETTm1,grad_align_bar,192,23,per_layer,2,M,0.007804
W1,ETTm1,grad_align_bar,192,23,per_layer,3,M,0.014735
W1,ETTm1,grad_align_bar,192,23,per_layer,4,D,-0.010058
W1,ETTm1,grad_align_bar,192,23,per_layer,5,D,-0.007765
W1,ETTm1,grad_align_bar,192,23,per_layer,6,D,0.002809
W1,ETTm1,grad_align_bar,192,23,last_layer,0,S,-0.008278
W1,ETTm1,grad_align_bar,192,23,last_layer,1,S,0.005801
W1,ETTm1,grad_align_bar,192,23,last_layer,2,M,0.003373
W1,ETTm1,grad_align_bar,192,23,last_layer,3,M,0.005088
W1,ETTm1,grad_align_bar,192,23,last_layer,4,D,-0.004048
W1,ETTm1,grad_align_bar,192,23,last_layer,5,D,-0.001813
W1,ETTm1,grad_align_bar,192,23,last_layer,6,D,0.002551
W1,ETTm1,grad_align_bar,336,42,per_layer,0,S,-0.014141
W1,ETTm1,grad_align_bar,336,42,per_layer,1,S,0.007571
W1,ETTm1,grad_align_bar,336,42,per_layer,2,M,-0.003264
W1,ETTm1,grad_align_bar,336,42,per_layer,3,M,0.002695
W1,ETTm1,grad_align_bar,336,42,per_layer,4,D,0.011743
W1,ETTm1,grad_align_bar,336,42,per_layer,5,D,0.012492
W1,ETTm1,grad_align_bar,336,42,per_layer,6,D,-0.000768
W1,ETTm1,grad_align_bar,336,42,last_layer,0,S,0.000147
W1,ETTm1,grad_align_bar,336,42,last_layer,1,S,1.4e-05
W1,ETTm1,grad_align_bar,336,42,last_layer,2,M,0.012946
W1,ETTm1,grad_align_bar,336,42,last_layer,3,M,-0.016022
W1,ETTm1,grad_align_bar,336,42,last_layer,4,D,0.031385
W1,ETTm1,grad_align_bar,336,42,last_layer,5,D,-0.012209
W1,ETTm1,grad_align_bar,336,42,last_layer,6,D,-0.031359
W1,ETTm1,grad_align_bar,336,2,per_layer,0,S,-0.013228
W1,ETTm1,grad_align_bar,336,2,per_layer,1,S,-0.005429
W1,ETTm1,grad_align_bar,336,2,per_layer,2,M,-0.005606
W1,ETTm1,grad_align_bar,336,2,per_layer,3,M,0.010479
W1,ETTm1,grad_align_bar,336,2,per_layer,4,D,-0.003481
W1,ETTm1,grad_align_bar,336,2,per_layer,5,D,-0.002666
W1,ETTm1,grad_align_bar,336,2,per_layer,6,D,0.003279
W1,ETTm1,grad_align_bar,336,2,last_layer,0,S,0.006889
W1,ETTm1,grad_align_bar,336,2,last_layer,1,S,0.008822
W1,ETTm1,grad_align_bar,336,2,last_layer,2,M,-0.010286
W1,ETTm1,grad_align_bar,336,2,last_layer,3,M,-0.01197
W1,ETTm1,grad_align_bar,336,2,last_layer,4,D,-0.018466
W1,ETTm1,grad_align_bar,336,2,last_layer,5,D,-0.000959
W1,ETTm1,grad_align_bar,336,2,last_layer,6,D,-0.003172
