experiment_type,dataset,plot_type,horizon,seed,mode,w1_knockout_base_rmse,w1_knockout_delta_mean,w1_knockout_delta_max,w1_knockout_delta_min
W1,ETTh1,knockout_curve,192,11,per_layer,3.189311343871045,-0.0004726137273431,0.0003892191923338,-0.0025296470312712
W1,ETTh1,knockout_curve,192,11,last_layer,3.414539071696728,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,13,per_layer,3.2101413543570967,-0.0005658694114158,0.0022955288527786,-0.0048108773314496
W1,ETTh1,knockout_curve,192,13,last_layer,3.439498470252265,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,17,per_layer,3.2003865723762943,0.0004290944726356,0.0031695837001834,-0.0033715107985297
W1,ETTh1,knockout_curve,192,17,last_layer,3.452898734434239,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,19,per_layer,3.1905007273713983,-0.0012036140547446,0.0003909390872416,-0.0050006211370807
W1,ETTh1,knockout_curve,192,19,last_layer,3.440683753458707,0.0,0.0,0.0
W1,ETTh1,knockout_curve,192,23,per_layer,3.194848300633772,-0.0008347840370661,0.001767677267634,-0.004591912099308
W1,ETTh1,knockout_curve,192,23,last_layer,3.399729221444597,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,42,per_layer,3.3090204036310698,-0.0010331398973523,0.0006087355029111,-0.0057050885619398
W1,ETTh1,knockout_curve,336,42,last_layer,3.5491583780187583,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,2,per_layer,3.300550952348758,-0.0007940124014642,0.0019240487856451,-0.0048097986942283
W1,ETTh1,knockout_curve,336,2,last_layer,3.584560777261469,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,3,per_layer,3.307484583397053,-0.0010820927988758,0.000973894942847,-0.0066705695988624
W1,ETTh1,knockout_curve,336,3,last_layer,3.555581253541692,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,5,per_layer,3.3036775558097724,-0.0009722649471108,0.0008210645636057,-0.0034562096444425
W1,ETTh1,knockout_curve,336,5,last_layer,3.563643775836689,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,7,per_layer,3.299224334647032,-0.0013669131152643,0.0006636731886602,-0.0050303569713192
W1,ETTh1,knockout_curve,336,7,last_layer,3.5318620809583057,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,11,per_layer,3.2958753818638047,-0.0001710073730056,0.0009024579922889,-0.0018942207688543
W1,ETTh1,knockout_curve,336,11,last_layer,3.575605791957494,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,13,per_layer,3.319292671390757,-0.0004890510948511,0.0023137113850779,-0.004681611166601
W1,ETTh1,knockout_curve,336,13,last_layer,3.576499053805629,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,17,per_layer,3.307450550658324,7.72017096053774e-05,0.0027730173949893,-0.0043911568848531
W1,ETTh1,knockout_curve,336,17,last_layer,3.547121621855097,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,19,per_layer,3.288702848437889,-0.0003779420995006,0.0011970198006392,-0.004357524085603
W1,ETTh1,knockout_curve,336,19,last_layer,3.5466411658018013,0.0,0.0,0.0
W1,ETTh1,knockout_curve,336,23,per_layer,3.294027365310851,-0.0003986726406271,0.0020551121897236,-0.0039223355013566
W1,ETTh1,knockout_curve,336,23,last_layer,3.5450529902146983,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,42,per_layer,3.612353908000322,-0.0023013716638172,0.0022195661043933,-0.0099170740815552
W1,ETTh1,knockout_curve,720,42,last_layer,3.902060976115447,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,2,per_layer,3.546921274608726,-4.85673776485943e-05,0.0013169516121189,-0.0030677374779841
W1,ETTh1,knockout_curve,720,2,last_layer,3.956658112587127,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,3,per_layer,3.600552955961284,-0.0012663008798403,0.0019853068550945,-0.008558792477268
W1,ETTh1,knockout_curve,720,3,last_layer,3.966996709265633,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,5,per_layer,3.5942797118400067,-0.0010944744793142,0.0012858631685346,-0.0049058105367536
W1,ETTh1,knockout_curve,720,5,last_layer,3.928328828421982,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,7,per_layer,3.5865784171360784,-0.0015333898839334,0.000263703031655,-0.005421290129993
W1,ETTh1,knockout_curve,720,7,last_layer,3.9262471948949846,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,11,per_layer,3.6044342606860287,-0.0006122280790932,0.0011773096325797,-0.0043625484030611
W1,ETTh1,knockout_curve,720,11,last_layer,3.9416773248868457,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,13,per_layer,3.590497870168695,0.0001426682291777,0.003833608508561,-0.0044527125508113
W1,ETTh1,knockout_curve,720,13,last_layer,3.96981714074156,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,17,per_layer,3.591161165857076,-0.0003598627589215,0.0026744647835288,-0.0061667819346928
W1,ETTh1,knockout_curve,720,17,last_layer,3.9427007912782455,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,19,per_layer,3.585744294368656,-0.0008668440130661,0.0009975871409109,-0.0061242842314928
W1,ETTh1,knockout_curve,720,19,last_layer,3.960575245199639,0.0,0.0,0.0
W1,ETTh1,knockout_curve,720,23,per_layer,3.5986703664544635,-0.0017906382527286,0.0021337702217807,-0.0081056460386128
W1,ETTh1,knockout_curve,720,23,last_layer,3.9119960230788915,0.0,0.0,0.0
